p,q,r,Mag Yaw
0,0,0,46.64
0,0,0,46.92
0,0,0,47.11
0,0,0,47.22
0,0,0,47.3
0,0,0,47.35
0,0,0,47.38
0,0,0,47.4
0,0,0,47.42
0,0,0,47.43
0,0,0,47.43
0,0,0,47.44
0,0,0,47.44
0,0,0,47.44
0,0,0,47.44
0,0,0,47.44
0,0,0,47.44
0,0,0,47.44
0,0,0,47.44
0,0,0,47.44
0,0,0,47.44
0,0,0,47.44
0,0,0,47.44
0,0,0,47.44
0,0,0,47.44
0,0,0,47.44
0,0,0,47.44
0,0,0,47.44
0,0,0,47.44
0,0,0,46.05
0,0,0,45.16
0,0,0,44.59
0,0,0,44.23
0,0,0,43.99
0,0,0,43.83
0,0,0,43.73
0,0,0,43.67
0,0,0,43.63
0,0,0,43.6
0,0,0,43.58
0,0,0,43.57
0,0,0,43.56
0,0,0,43.56
0,0,0,43.56
0,0,0,43.55
0,0,0,43.55
0,0,0,43.55
0,0,0,43.55
0,0,0,43.55
0,0,0,43.55
0,0,0,43.55
0,0,0,43.55
0,0,0,43.55
0,0,0,43.55
0,0,0,43.55
0,0,0,43.55
0,0,0,43.55
0,0,0,43.55
0,0,0,43.55
0,0,0,43.55
0,0,0,43.55
0,0,0,43.55
0,0,0,44.52
0,0,0,45.18
0,0,0,45.62
0,0,0,45.91
0,0,0,46.11
0,0,0,46.23
0,0,0,46.32
0,0,0,46.37
0,0,0,46.4
0,0,0,46.43
0,0,0,46.44
0,0,0,46.45
0,0,0,46.46
0,0,0,46.46
0,0,0,46.46
0,0,0,46.47
0,0,0,46.47
0,0,0,46.47
0,0,0,46.47
0,0,0,46.47
0,0,0,46.47
0,0,0,46.47
0,0,0,46.47
0,0,0,46.47
0,0,0,46.47
0,0,0,46.47
0,0,0,46.47
0,0,0,46.47
0,0,0,46.47
0,0,0,46.47
0,0,0,46.47
0,0,0,46.47
0,0,0,46.47
0,0,0,46.47
0,0,0,46.47
0,0,0,46.47
0,0,0,46.47
0,0,0,45.75
0,0,0,45.29
0,0,0,44.99
0,0,0,44.81
0,0,0,44.68
0,0,0,44.61
0,0,0,44.55
0,0,0,44.52
0,0,0,44.5
0,0,0,44.49
0,0,0,44.48
0,0,0,44.47
0,0,0,44.47
0,0,0,44.46
0,0,0,44.46
0,0,0,44.46
0,0,0,44.46
0,0,0,44.46
0,0,0,44.46
0,0,0,44.46
0,0,0,44.46
0,0,0,44.46
0,0,0,44.46
0,0,0,44.46
0,0,0,44.46
0,0,0,44.46
0,0,0,44.46
0,0,0,44.46
0,0,0,44.46
-0.01,0,0,44.46
-0.01,0,0,44.46
-0.01,0,0,44.46
-0.01,0,0,44.82
-0.01,0,0,45.04
-0.01,0,0,45.19
0,0,0,45.29
0,0,0,45.35
0,0,0,45.39
0,0,0,45.42
0,0,0,45.43
0,0,0,45.44
0,0,0,45.45
0,0,0,45.46
0,0,0,45.46
0,0,0,45.46
0,0,0,45.46
0,0,0,45.46
0,0,0,45.46
0,0,0,45.46
0,0,0,45.46
0,0,0,45.46
0,0,0,45.46
0,0,0,45.46
0,0,0,45.46
0,0,0,45.46
0,0,0,45.46
0,0,0,45.46
0,0,0,45.46
0,0,0,45.46
0,0,0,45.46
0,0,0,45.46
0,0,0,45.46
0,0,0,45.46
0,0,0,45.46
0,0,0,47
0,0,0,48
0,0,0,48.65
0,0,0,49.07
0,0,0,49.34
0,0,0,49.52
0,0,0,49.63
0,0,0,49.71
0,0,0,49.76
0,0,0,49.79
0,0,0,49.81
0,0,0,49.82
0,0,0,49.83
0,0,0,49.84
0,0,0,49.84
0,0,0,49.84
0,0,0,49.84
0,0,0,49.85
0,0,0,49.85
0,0,0,49.85
0,0,0,49.85
0,0,0,49.85
0,0,0,49.85
0,0,0,49.85
0,0,0,49.85
0,0,0,49.85
0,0,0,49.85
0,0,0,49.85
0,0,0,49.85
0,0,0,49.85
0,0,0,49.85
0,0,0,49.85
0,0,0,49.13
0,0,0,48.63
0,0,0,48.28
0,0,0,48.05
0,0,0,47.9
0,0,0,47.8
0,0,0,47.73
0,0,0,47.69
0,0,0,47.66
0,0,0,47.64
0,0,0,47.63
0,0,0,47.62
0,0,0,47.62
0,0,0,47.62
0,0,0,47.61
0,0,0,47.61
0,0,0,47.61
0,0,0,47.61
0,0,0,47.61
0,0,0,47.61
0,0,0,47.61
0,0,0,47.61
0,0,0,47.61
0,0,0,47.61
0,0,0,47.61
0,0,0,47.61
0,0,0,47.61
0,0,0,47.61
0,0,0,47.61
0,0,0,47.61
0,0,0,47.61
0,0,0,47.61
0,0,0,47.61
0,0,0,47.61
0,0,0,47.61
0,0,0,47.61
0,0,0,47.61
0,0,0,47.61
0,0,0,49.1
0,0,0,50.05
0,0,0,50.64
0,0,0,51.03
0,0,0,51.28
0,0,0,51.44
0,0,0,51.54
0,0,0,51.61
0,0,0,51.65
0,0,0,51.68
-0.1,0,0,51.7
-0.16,0,0.01,51.71
-0.2,0,0.01,51.72
-0.22,0,0.01,51.72
-0.24,0,0.01,51.73
-0.25,0,0.01,51.73
-0.79,0.01,0.03,51.73
-1.14,0.01,0.05,51.73
-1.37,0.01,0.06,51.73
-1.52,0.01,0.06,51.73
-1.61,0.01,0.07,51.73
-1.43,0.02,0.1,51.73
-1.31,0.02,0.12,51.73
-1.23,0.02,0.13,51.73
-1.18,0.02,0.14,51.73
-1.14,0.02,0.14,51.73
-0.88,0.01,0.12,51.73
-0.71,0.01,0.1,51.73
-0.6,0.01,0.09,51.73
-0.53,0.01,0.08,51.73
-0.48,0.01,0.08,51.73
-0.45,0.01,0.07,51.73
-0.3,0.01,0.05,49.57
-0.2,0.01,0.04,48.13
-0.14,0,0.03,47.19
-0.1,0,0.02,46.57
-0.07,0,0.02,46.16
0.11,0,-0.01,45.9
0.22,0,-0.03,45.72
0.3,0,-0.04,45.61
0.35,0,-0.05,45.54
0.38,0,-0.05,45.49
0.56,0,-0.06,45.46
0.68,-0.01,-0.06,45.44
0.76,-0.01,-0.07,45.43
0.81,-0.01,-0.07,45.42
0.84,-0.01,-0.07,45.41
0.87,-0.01,-0.07,45.41
0.99,-0.01,-0.07,45.41
1.07,-0.01,-0.07,45.41
1.12,-0.01,-0.06,45.41
1.16,-0.01,-0.06,45.4
1.18,-0.01,-0.06,45.4
1,-0.01,-0.06,45.4
0.89,-0.01,-0.06,45.4
0.82,-0.01,-0.06,45.4
0.77,-0.01,-0.07,45.4
0.74,-0.01,-0.07,45.4
0.56,-0.01,-0.05,45.4
0.44,-0.01,-0.04,45.4
0.37,0,-0.03,45.4
0.32,0,-0.03,45.4
0.29,0,-0.03,45.4
0.27,0,-0.03,45.4
0.17,0,-0.02,47.3
0.1,0,-0.01,48.53
0.06,0,-0.01,49.32
0.04,0,-0.01,49.83
0.02,0,-0.01,50.16
-0.02,0,0,50.38
-0.04,0,0,50.52
-0.06,0,0,50.61
-0.06,0,0,50.67
-0.07,0,0,50.71
-0.04,0,0,50.73
-0.02,0,0,50.75
0,0,0,50.76
0,0,0,50.76
0.01,0,0,50.77
0.01,0,0,50.77
0.04,0,0,50.77
0.06,0,-0.01,50.77
0.07,0,-0.01,50.78
0.08,0,-0.01,50.78
0.09,0,-0.01,50.78
0.07,0,-0.01,50.78
0.05,0,0,50.78
0.04,0,0,50.78
0.04,0,0,50.78
0.03,0,0,50.78
0.01,0,0,50.78
-0.01,0,0,50.78
-0.02,0,0,50.78
-0.03,0,0,50.78
-0.03,0,0,50.78
-0.03,0,0,50.78
-0.03,0,0,50.78
-0.03,0,0,50.78
-0.02,0,0,50.78
-0.02,0,0,50.78
-0.02,0,0,50.78
0,0,0,50.78
0.01,0,0,50.78
0.02,0,0,50.78
0.02,0,0,50.78
0.03,0,0,50.78
0.03,0,0,50.78
0.03,0,0,50.78
0.03,0,0,50.78
0.03,0,0,50.78
0.03,0,0,50.78
0.03,0,0,50.78
0.02,0,0,50.78
0.01,0,0,50.78
0,0,0,50.78
0,0,0,50.78
0,0,0,50.78
-0.01,0,0,50.78
-0.01,0,0,50.78
-0.01,0,0,50.78
-0.01,0,0,50.78
-0.01,0,0,50.78
-0.01,0,0,50.78
-0.01,0,0,50.78
0,0,0,50.78
0,0,0,50.78
0,0,0,50.78
0.01,0,0,50.78
0.01,0,0,50.78
0.01,0,0,50.78
0.01,0,0,50.78
0.02,0,0,50.78
0.02,0,0,50.78
0.01,0,0,49.93
0.01,0,0,49.4
0,0,0,49.06
0,0,0,48.85
0,0,0,48.71
0,0,0,48.62
0,0,0,48.56
-0.01,0,0,48.52
-0.01,0,0,48.5
-0.01,0,0,48.48
-0.01,0,0,48.47
-0.01,0,0,48.47
-0.01,0,0,48.46
0,0,0,48.46
0,0,0,48.46
0,0,0,48.46
0,0,0,48.46
0.01,0,0,48.46
0.01,0,0,48.45
0.01,0,0,48.45
0.01,0,0,48.45
0.01,0,0,48.45
0.01,0,0,48.45
0.01,0,0,48.45
0.01,0,0,48.45
0.01,0,0,48.45
0.01,0,0,48.45
0,0,0,48.45
0,0,0,48.45
0,0,0,48.45
0,0,0,48.45
0,0,0,48.45
0,0,0,48.45
0,0,0,46.88
0,0,0,45.85
0,0,0,45.19
0,0,0,44.75
0,0,0,44.47
0,0,0,44.28
0,0,0,44.17
0,0,0,44.09
0,0,0,44.04
0,0,0,44.01
0,0,0,43.98
0,0,0,43.97
0,0,0,43.96
0,0,0,43.96
0,0,0,43.95
0,0,0,43.95
0,0,0,43.95
0,0,0,43.95
0,0,0,43.95
0,0,0,43.95
0,0,0,43.94
0,0,0,43.94
0,0,0,43.94
0,0,0,43.94
0,0,0,43.94
0,0,0,43.94
0,0,0,43.94
0,0,0,43.94
0,0,0,43.94
0,0,0,43.94
0,0,0,43.94
0,0,0,43.94
0,0,0,46.94
0,0,0,48.92
0,0,0,50.22
0,0,0,51.07
0,0,0,51.62
0,0,0,51.98
0,0,0,52.21
0,0,0,52.37
0,0,0,52.47
0,0,0,52.53
0,0,0,52.57
0,0,0,52.6
0,0,0,52.62
0,0,0,52.63
0,0,0,52.64
0,0,0,52.64
0,0,0,52.64
0,0,0,52.65
0,0,0,52.65
0,0,0,52.65
0,0,0,52.65
0,0,0,52.65
0,0,0,52.65
0,0,0,52.65
0,0,0,52.65
0,0,0,52.65
0,0,0,52.65
0,0,0,52.65
0,0,0,52.65
0,0,0,52.65
0,0,0,52.65
0,0,0,52.65
0,0,0,52.65
0,0,0,52.65
0,0,0,52.65
0,0,0,52.65
0,0,0,52.65
0,0,0,48.58
0,0,0,46.1
0,0,0,44.55
0,0,0,43.57
0,0,0,42.94
0,0,0,42.54
0,0,0,42.28
0,0,0,42.11
0,0,0,42
0,0,0,41.93
0,0,0,41.89
0,0,0,41.86
0,0,0,41.84
0,0,0,41.83
0,0,0,41.82
0,0,0,41.81
0,0,0,41.81
0,0,0,41.81
0,0,0,41.8
0,0,0,41.8
0,0,0,41.8
0,0,0,41.8
0,0,0,41.8
0,0,0,41.8
0,0,0,41.8
0,0,0,41.8
0,0,0,41.8
0,0,0,41.8
0,0,0,41.8
0,0,0,41.8
0,0,0,41.8
0,0,0,41.8
0,0,0,41.8
0,0,0,43.18
0,0,0,44.12
0,0,0,44.75
0,0,0,45.16
0,0,0,45.44
0,0,0,45.62
0,0,0,45.73
0,0,0,45.81
0,0,0,45.86
0,0,0,45.89
0,0,0,45.91
0,0,0,45.93
0,0,0,45.94
0,0,0,45.94
0,0,0,45.95
0,0,0,45.95
0,0,0,45.95
0,0,0,45.95
0,0,0,45.95
0,0,0,45.95
0,0,0,45.95
0,0,0,45.95
0,0,0,45.95
0,0,0,45.95
0,0,0,45.95
0,0,0,45.95
0,0,0,45.95
0,0,0,45.95
0,0,0,45.95
0,0,0,45.95
0,0,0,45.95
0,0,0,45.95
0,0,0,45.26
0,0,0,44.81
0,0,0,44.53
0,0,0,44.34
0,0,0,44.22
0,0,0,44.14
0,0,0,44.09
0,0,0,44.06
0,0,0,44.04
0,0,0,44.02
0,0,0,44.01
0,0,0,44.01
0,0,0,44
0,0,0,44
0,0,0,44
0,0,0,44
0,0,0,44
0,0,0,44
0,0,0,44
0,0,0,44
0,0,0,44
0,0,0,44
0,0,0,44
0,0,0,44
0,0,0,44
0,0,0,44
0,0,0,44
0,0,0,44
0,0,0,44
0,0,0,44
0,0,0,44
0,0,0,44
0,0,0,45.88
0,0,0,47.14
0,0,0,47.98
0,0,0,48.53
0,0,0,48.9
0,0,0,49.13
0,0,0,49.29
0,0,0,49.39
0,0,0,49.45
0,0,0,49.5
0,0,0,49.52
0,0,0,49.54
0,0,0,49.55
0,0,0,49.56
0,0,0,49.57
0,0,0,49.57
-0.02,0,0,49.57
-0.03,0,0,49.57
-0.04,0,0,49.57
-0.05,0,0,49.57
-0.05,0,0,49.58
-0.11,0,0,49.58
-0.15,0,0,49.58
-0.18,0,0,49.58
-0.2,0,0,49.58
-0.21,0,0,49.58
-0.22,0,0,49.58
-0.11,0,0,49.58
-0.04,0,0,49.58
0.01,0,0,49.58
0.04,0,0,49.58
0.06,0,0,49.58
0.03,0,0,49.58
0.01,0,0,49.58
0,0,0.01,49.58
-0.01,0,0.01,49.58
-0.02,0,0.01,49.58
0.06,0,0,47
0.1,0,0,45.42
0.13,0,-0.01,44.44
0.15,0,-0.01,43.82
0.16,0,-0.01,43.42
0.17,0,-0.01,43.17
0.12,0,-0.01,43
0.09,0,0,42.9
0.07,0,0,42.83
0.06,0,0,42.78
0.05,0,0,42.75
0.04,0,0,42.73
0.02,0,0,42.72
0.02,0,0,42.71
0.01,0,0,42.71
0.01,0,0,42.7
0,0,0,42.7
-0.01,0,0,42.7
-0.01,0,0,42.7
-0.01,0,0,42.7
-0.01,0,0,42.7
-0.01,0,0,42.7
-0.01,0,0,42.7
0,0,0,42.7
0,0,0,42.7
0,0,0,42.7
0,0,0,42.7
0.01,0,0,42.7
0.01,0,0,42.7
0.01,0,0,42.7
0.01,0,0,42.7
0.01,0,0,42.7
0.01,0,0,42.7
0.01,0,0,44.12
0.01,0,0,45.08
0.01,0,0,45.72
0,0,0,46.15
0,0,0,46.43
0,0,0,46.61
0,0,0,46.73
0,0,0,46.81
0,0,0,46.86
0,0,0,46.89
0,0,0,46.91
0,0,0,46.93
0,0,0,46.94
0,0,0,46.94
0,0,0,46.95
0,0,0,46.95
0,0,0,46.95
0,0,0,46.95
0.01,0,0,46.95
0.01,0,0,46.95
0.01,0,0,46.95
0.01,0,0,46.95
0.01,0,0,46.95
0.01,0,0,46.95
0.01,0,0,46.95
0.01,0,0,46.95
0,0,0,46.95
0,0,0,46.95
0,0,0,46.95
0,0,0,46.95
0,0,0,46.95
0,0,0,46.95
0,0,0,45.04
0,0,0,43.84
0,0,0,43.08
0,0,0,42.59
0,0,0,42.28
0.01,0,0,42.07
0.02,0,0,41.94
0.03,0,-0.01,41.86
0.03,0,-0.01,41.8
0.03,0,-0.01,41.77
0.27,-0.19,0.02,41.74
0.43,-0.32,0.04,41.73
0.53,-0.4,0.05,41.72
0.59,-0.45,0.06,41.71
0.63,-0.48,0.07,41.71
0.66,-0.51,0.07,41.7
0.71,-0.94,-0.02,41.7
0.74,-1.22,-0.08,41.7
0.75,-1.4,-0.12,41.7
0.77,-1.52,-0.14,41.7
0.77,-1.6,-0.16,41.7
0.88,-1.42,-0.12,41.7
0.96,-1.31,-0.1,41.7
1,-1.23,-0.08,41.7
1.03,-1.18,-0.07,41.7
1.05,-1.15,-0.06,41.7
1.01,-1.29,-0.09,41.7
0.98,-1.38,-0.11,41.7
0.96,-1.44,-0.12,41.7
0.95,-1.48,-0.12,41.7
0.94,-1.5,-0.13,41.7
0.94,-1.52,-0.13,41.7
0.8,-1.58,-0.19,42.05
0.71,-1.62,-0.23,42.26
0.65,-1.64,-0.25,42.39
0.62,-1.66,-0.27,42.47
0.59,-1.67,-0.28,42.52
0.48,-1.43,-0.31,42.55
0.41,-1.27,-0.33,42.58
0.36,-1.17,-0.34,42.59
0.33,-1.11,-0.35,42.6
0.31,-1.07,-0.35,42.61
0.29,-0.89,-0.29,42.61
0.28,-0.77,-0.25,42.61
0.27,-0.69,-0.22,42.61
0.26,-0.64,-0.21,42.61
0.26,-0.61,-0.19,42.62
0.25,-0.59,-0.19,42.62
0.25,-0.37,-0.09,42.62
0.25,-0.22,-0.02,42.62
0.25,-0.12,0.02,42.62
0.25,-0.06,0.04,42.62
0.25,-0.02,0.06,42.62
0.14,0.18,0.12,42.62
0.08,0.3,0.16,42.62
0.03,0.39,0.18,42.62
0.01,0.44,0.2,42.62
-0.01,0.48,0.21,42.62
-0.06,0.56,0.23,42.62
-0.1,0.62,0.24,42.62
-0.12,0.66,0.25,42.62
-0.13,0.68,0.26,42.62
-0.14,0.7,0.26,42.62
-0.15,0.71,0.27,42.62
-0.12,0.78,0.22,42.62
-0.11,0.83,0.2,42.62
-0.1,0.87,0.18,42.62
-0.09,0.89,0.17,42.62
-0.09,0.9,0.16,42.62
-0.5,1.76,0.23,41.3
-0.76,2.33,0.27,40.45
-0.94,2.69,0.3,39.89
-1.05,2.93,0.31,39.54
-1.12,3.08,0.33,39.3
-1.17,3.18,0.33,39.15
-1.1,2.53,0.27,39.05
-1.05,2.1,0.24,38.99
-1.02,1.83,0.21,38.95
-1,1.65,0.19,38.92
-0.98,1.53,0.18,38.9
-0.9,1.14,0.13,38.89
-0.85,0.89,0.1,38.88
-0.82,0.73,0.08,38.88
-0.79,0.62,0.07,38.87
-0.78,0.55,0.06,38.87
-0.43,0.31,0.03,38.87
-0.2,0.15,0,38.87
-0.05,0.04,-0.01,38.87
0.04,-0.03,-0.02,38.87
0.11,-0.07,-0.02,38.87
0.15,-0.1,-0.03,38.87
0.42,-0.47,-0.06,38.87
0.6,-0.7,-0.08,38.87
0.72,-0.86,-0.1,38.87
0.79,-0.96,-0.11,38.87
0.84,-1.02,-0.11,38.87
0.75,-1.29,-0.18,38.87
0.69,-1.46,-0.23,38.87
0.65,-1.57,-0.26,38.87
0.63,-1.65,-0.28,38.87
0.61,-1.69,-0.29,38.87
0.46,-1.62,-0.32,40.04
0.36,-1.57,-0.34,40.83
0.3,-1.54,-0.35,41.36
0.26,-1.52,-0.36,41.72
0.23,-1.51,-0.37,41.95
0.21,-1.5,-0.37,42.1
0.15,-1.41,-0.37,42.2
0.11,-1.34,-0.37,42.26
0.09,-1.3,-0.37,42.3
0.07,-1.28,-0.37,42.33
0.06,-1.26,-0.37,42.35
0.1,-1.22,-0.37,42.36
0.13,-1.19,-0.37,42.37
0.15,-1.17,-0.37,42.37
0.16,-1.16,-0.37,42.37
0.16,-1.15,-0.37,42.38
0.27,-1.13,-0.34,42.38
0.33,-1.11,-0.33,42.38
0.38,-1.1,-0.32,42.38
0.41,-1.1,-0.31,42.38
0.42,-1.09,-0.3,42.38
0.45,-1.04,-0.28,42.38
0.46,-1.01,-0.27,42.38
0.47,-0.99,-0.26,42.38
0.48,-0.97,-0.25,42.38
0.48,-0.96,-0.25,42.38
0.49,-0.96,-0.24,42.38
0.45,-0.86,-0.22,42.38
0.42,-0.8,-0.2,42.38
0.4,-0.76,-0.19,42.38
0.39,-0.73,-0.18,42.38
0.38,-0.72,-0.18,42.38
0.31,-0.62,-0.14,42.3
0.26,-0.55,-0.12,42.26
0.22,-0.51,-0.11,42.23
0.2,-0.49,-0.1,42.21
0.19,-0.47,-0.09,42.19
0.15,-0.41,-0.06,42.19
0.13,-0.38,-0.04,42.18
0.11,-0.36,-0.03,42.18
0.1,-0.34,-0.02,42.18
0.1,-0.33,-0.01,42.17
0.09,-0.32,-0.01,42.17
0.09,-0.35,-0.01,42.17
0.09,-0.36,-0.01,42.17
0.09,-0.37,-0.01,42.17
0.09,-0.37,-0.01,42.17
0.09,-0.38,0,42.17
0.13,-0.46,-0.02,42.17
0.16,-0.51,-0.03,42.17
0.17,-0.54,-0.03,42.17
0.18,-0.56,-0.04,42.17
0.19,-0.58,-0.04,42.17
0.23,-0.65,-0.07,42.17
0.26,-0.69,-0.08,42.17
0.28,-0.72,-0.09,42.17
0.29,-0.74,-0.1,42.17
0.3,-0.75,-0.11,42.17
0.34,-0.7,-0.08,42.17
0.37,-0.67,-0.06,42.17
0.39,-0.65,-0.04,42.17
0.4,-0.64,-0.04,42.17
0.41,-0.63,-0.03,42.17
0.41,-0.63,-0.03,42.17
0.35,-0.62,-0.02,42.17
0.31,-0.62,-0.01,42.17
0.28,-0.62,0,42.17
0.26,-0.62,0,42.17
0.25,-0.62,0,42.17
0.22,-0.77,0.02,41.39
0.2,-0.87,0.03,40.91
0.18,-0.93,0.04,40.6
0.17,-0.97,0.05,40.4
0.16,-1,0.05,40.28
0.07,-0.95,0,40.2
0.01,-0.92,-0.04,40.14
-0.02,-0.9,-0.06,40.11
-0.05,-0.89,-0.07,40.09
-0.07,-0.88,-0.08,40.07
-0.08,-0.87,-0.09,40.06
-0.05,-1.01,-0.15,40.06
-0.04,-1.09,-0.19,40.05
-0.03,-1.15,-0.22,40.05
-0.02,-1.19,-0.24,40.05
-0.02,-1.21,-0.25,40.05
0.06,-1.19,-0.24,40.05
0.1,-1.18,-0.23,40.05
0.13,-1.17,-0.22,40.04
0.15,-1.17,-0.22,40.04
0.17,-1.16,-0.21,40.04
0.16,-1.14,-0.15,40.04
0.16,-1.12,-0.11,40.04
0.16,-1.11,-0.08,40.04
0.16,-1.11,-0.06,40.04
0.16,-1.1,-0.05,40.04
0.17,-1.04,-0.06,40.04
0.17,-1.01,-0.07,40.04
0.18,-0.98,-0.08,40.04
0.18,-0.97,-0.08,40.04
0.18,-0.96,-0.08,40.04
0.18,-0.95,-0.08,40.04
0.22,-0.88,-0.12,39.34
0.25,-0.84,-0.14,38.93
0.26,-0.81,-0.15,38.68
0.27,-0.79,-0.16,38.52
0.28,-0.77,-0.16,38.42
0.29,-0.81,-0.17,38.35
0.29,-0.83,-0.18,38.31
0.3,-0.85,-0.18,38.29
0.3,-0.86,-0.19,38.27
0.3,-0.87,-0.19,38.26
0.26,-0.82,-0.17,38.25
0.24,-0.8,-0.16,38.25
0.22,-0.78,-0.15,38.24
0.21,-0.77,-0.15,38.24
0.2,-0.76,-0.14,38.24
0.2,-0.75,-0.14,38.24
0.07,-0.74,-0.06,38.24
-0.01,-0.73,-0.01,38.24
-0.06,-0.72,0.02,38.24
-0.1,-0.72,0.05,38.24
-0.12,-0.72,0.06,38.24
-0.18,-0.69,0.11,38.24
-0.22,-0.67,0.15,38.24
-0.24,-0.66,0.17,38.24
-0.26,-0.65,0.19,38.24
-0.27,-0.64,0.2,38.24
-0.26,-0.63,0.24,38.24
-0.25,-0.63,0.26,38.24
-0.25,-0.62,0.28,38.24
-0.25,-0.62,0.29,38.24
-0.25,-0.62,0.3,38.24
-0.25,-0.62,0.3,38.24
-0.28,-0.6,0.29,38.24
-0.3,-0.59,0.29,38.24
-0.31,-0.59,0.28,38.24
-0.32,-0.58,0.28,38.24
-0.33,-0.58,0.28,38.24
-0.23,-0.43,0.26,38.24
-0.16,-0.34,0.25,38.24
-0.12,-0.27,0.24,38.24
-0.1,-0.23,0.24,38.24
-0.08,-0.21,0.24,38.24
-0.08,-0.11,0.16,38.24
-0.08,-0.05,0.12,38.24
-0.08,-0.01,0.09,38.24
-0.08,0.01,0.07,38.24
-0.08,0.03,0.06,38.24
-0.08,0.04,0.05,38.24
0.01,0.06,0.08,38.24
0.06,0.08,0.09,38.24
0.1,0.09,0.11,38.24
0.12,0.09,0.11,38.24
0.14,0.1,0.12,38.24
0.13,0,0.12,38.24
0.13,-0.05,0.12,38.24
0.13,-0.09,0.12,38.24
0.12,-0.12,0.12,38.24
0.12,-0.13,0.12,38.24
0,-0.21,0.02,38.24
-0.08,-0.26,-0.04,38.24
-0.13,-0.29,-0.08,38.24
-0.16,-0.31,-0.11,38.24
-0.18,-0.33,-0.13,38.24
-0.2,-0.34,-0.14,38.24
-0.11,-0.33,-0.14,37.06
-0.05,-0.32,-0.14,36.33
-0.01,-0.32,-0.14,35.86
0.02,-0.32,-0.14,35.57
0.03,-0.32,-0.14,35.38
0.08,-0.28,-0.12,35.25
0.11,-0.25,-0.11,35.17
0.12,-0.23,-0.11,35.12
0.14,-0.22,-0.1,35.09
0.14,-0.21,-0.1,35.07
0.14,-0.25,-0.08,35.05
0.13,-0.27,-0.07,35.04
0.13,-0.29,-0.06,35.04
0.13,-0.3,-0.05,35.04
0.13,-0.3,-0.05,35.03
0.13,-0.31,-0.05,35.03
0.11,-0.37,-0.05,35.03
0.1,-0.4,-0.05,35.03
0.09,-0.43,-0.05,35.03
0.09,-0.44,-0.05,35.03
0.09,-0.46,-0.05,35.03
0.11,-0.44,-0.12,35.03
0.12,-0.42,-0.17,35.03
0.12,-0.42,-0.2,35.03
0.13,-0.41,-0.22,35.03
0.13,-0.41,-0.24,35.03
0.13,-0.41,-0.31,35.03
0.12,-0.41,-0.35,35.03
0.12,-0.41,-0.38,35.03
0.12,-0.41,-0.4,35.03
0.12,-0.41,-0.41,35.03
0.12,-0.41,-0.42,35.03
0.08,-0.44,-0.43,35.03
0.05,-0.45,-0.44,35.03
0.04,-0.47,-0.44,35.03
0.03,-0.47,-0.44,35.03
0.02,-0.48,-0.45,35.03
0,-0.47,-0.39,35.81
-0.01,-0.46,-0.36,36.33
-0.02,-0.45,-0.34,36.67
-0.02,-0.45,-0.32,36.89
-0.03,-0.45,-0.31,37.04
-0.05,-0.42,-0.32,37.13
-0.06,-0.4,-0.33,37.2
-0.07,-0.38,-0.34,37.24
-0.07,-0.38,-0.34,37.26
-0.08,-0.37,-0.34,37.28
-0.08,-0.37,-0.34,37.29
-0.13,-0.4,-0.33,37.3
-0.16,-0.41,-0.33,37.3
-0.17,-0.43,-0.33,37.3
-0.19,-0.43,-0.33,37.31
-0.2,-0.44,-0.32,37.31
-0.25,-0.43,-0.23,37.31
-0.28,-0.42,-0.17,37.31
-0.31,-0.42,-0.12,37.31
-0.32,-0.42,-0.1,37.31
-0.33,-0.42,-0.08,37.31
-0.37,-0.41,0,37.31
-0.4,-0.4,0.05,37.31
-0.41,-0.39,0.08,37.31
-0.42,-0.39,0.1,37.31
-0.43,-0.39,0.12,37.31
-0.43,-0.33,0.1,37.31
-0.43,-0.3,0.1,37.31
-0.43,-0.27,0.09,37.31
-0.43,-0.26,0.09,37.31
-0.43,-0.25,0.09,37.31
-0.43,-0.24,0.09,37.31
-0.4,-0.11,0.12,36.31
-0.38,-0.03,0.14,35.67
-0.37,0.03,0.15,35.25
-0.36,0.06,0.16,34.98
-0.36,0.08,0.16,34.8
-0.3,0.29,0.17,34.69
-0.26,0.43,0.17,34.61
-0.23,0.52,0.17,34.56
-0.22,0.58,0.17,34.53
-0.21,0.62,0.17,34.51
-0.07,1.49,0.33,34.5
0.01,2.05,0.44,34.49
0.07,2.42,0.51,34.48
0.11,2.66,0.56,34.48
0.13,2.81,0.59,34.48
0.14,2.91,0.61,34.48
0.12,2.62,0.47,34.48
0.1,2.42,0.38,34.47
0.09,2.3,0.33,34.47
0.08,2.22,0.29,34.47
0.08,2.16,0.27,34.47
0.05,1.79,0.21,34.47
0.03,1.55,0.17,34.47
0.01,1.4,0.15,34.47
0.01,1.29,0.13,34.47
0,1.23,0.12,34.47
-0.14,1.42,0.16,34.47
-0.23,1.55,0.18,34.47
-0.28,1.63,0.2,34.47
-0.32,1.69,0.21,34.47
-0.35,1.72,0.21,34.47
-0.36,1.74,0.22,34.47
-0.36,1.61,0.23,34.87
-0.35,1.52,0.23,35.14
-0.35,1.46,0.24,35.31
-0.35,1.42,0.24,35.43
-0.35,1.39,0.24,35.5
-0.33,1.18,0.22,35.55
-0.31,1.05,0.2,35.58
-0.3,0.96,0.19,35.61
-0.3,0.9,0.19,35.62
-0.29,0.86,0.18,35.63
